Common name,Count,Year,Month,Day,Location,Month as a number
Ruby Meadowhawk,2,2021,Aug,4,Bog Pond,8
Variable Darner,1,2021,Aug,4,Bowley Pond,8
Variable Darner,2,2021,Aug,4,Bowley Pond,8
Ruby Meadowhawk,3,2021,Aug,4,Bowley Pond,8
Variable Darner,1,2021,Aug,4,Bowley Pond,8
Damselfly,1,2021,Aug,4,Bowley Pond,8
Variable Darner,1,2021,Aug,4,Bowley Pond,8
Meadowhawk,1,2021,Aug,4,Bowley Pond,8
Ruby Meadowhawk,1,2021,Aug,4,Bowley Pond,8
Variable Darner,1,2021,Aug,4,Bowley Pond,8
Band-winged Meadowhawk,1,2021,Aug,4,Bowley Pond,8
Variable Darner,3,2021,Aug,4,Bowley Pond,8
Variable Darner,1,2021,Aug,4,Bowley Pond,8
Ruby Meadowhawk,1,2021,Aug,4,Bowley Pond,8
Variable Darner,2,2021,Aug,4,Bowley Pond,8
Ruby Meadowhawk,2,2021,Aug,4,Bowley Pond,8
Damselfly,2,2021,Aug,9,John Archies Pond,8
Band-winged Meadowhawk,1,2021,Aug,9,John Archies Pond,8
Damselfly,2,2021,Aug,9,John Archies Pond,8
Damselfly,1,2021,Aug,9,John Archies Pond,8
Band-winged Meadowhawk,1,2021,Aug,9,John Archies Pond,8
Damselfly,1,2021,Aug,9,John Archies Pond,8
Band-winged Meadowhawk,1,2021,Aug,9,John Archies Pond,8
Damselfly,2,2021,Aug,9,John Archies Pond,8
Damselfly,3,2021,Aug,9,John Archies Pond,8
Damselfly,1,2021,Aug,9,John Archies Pond,8
Damselfly,6,2021,Aug,9,John Archies Pond,8
Damselfly,2,2021,Aug,9,John Archies Pond,8
Damselfly,1,2021,Aug,9,John Archies Pond,8
Band-winged Meadowhawk,1,2021,Aug,9,John Archies Pond,8
Damselfly,3,2021,Aug,9,John Archies Pond,8
Damselfly,5,2021,Aug,9,John Archies Pond,8
Damselfly,1,2021,Aug,9,John Archies Pond,8
Band-winged Meadowhawk,1,2021,Aug,9,John Archies Pond,8
Damselfly,5,2021,Aug,9,John Archies Pond,8
Damselfly,1,2021,Aug,9,John Archies Pond,8
Damselfly,1,2021,Aug,9,John Archies Pond,8
Damselfly,1,2021,Aug,9,John Archies Pond,8
Damselfly,1,2021,Aug,9,John Archies Pond,8
Damselfly,4,2021,Aug,9,John Archies Pond,8
Damselfly,2,2021,Aug,9,John Archies Pond,8
Damselfly,1,2021,Aug,9,John Archies Pond,8
Damselfly,2,2021,Jun,22,Bells Pond,6
Caddisfly,2,2021,Jun,22,Bells Pond,6
Damselfly,3,2021,Jun,22,Bells Pond,6
Damselfly,1,2021,Jun,22,Bells Pond,6
Caddisfly,1,2021,Jun,22,Bells Pond,6
Damselfly,1,2021,Jun,22,Bells Pond,6
Caddisfly,1,2021,Jun,22,Bells Pond,6
Diving beetle,1,2021,Jun,22,Bells Pond,6
Damselfly,1,2021,Jun,22,Bells Pond,6
Caddisfly,1,2021,Jun,22,Bells Pond,6
Damselfly,1,2021,Jun,22,Bells Pond,6
Damselfly,2,2021,Jun,22,Bells Pond,6
Damselfly,1,2021,Jun,22,Bells Pond,6
Damselfly,2,2021,Jun,22,Bells Pond,6
Damselfly,1,2021,Jun,22,Bells Pond,6
Caddisfly,1,2021,Jun,22,Bells Pond,6
Damselfly,1,2021,Jun,22,Bells Pond,6
Diving beetle,1,2021,Jun,22,Bells Pond,6
Damselfly,2,2021,Jun,22,Bells Pond,6
Damselfly,1,2021,Jun,22,Bells Pond,6
Damselfly,2,2021,Jun,22,Bells Pond,6
Damselfly,1,2021,Jun,22,Bells Pond,6
Caddisfly,1,2021,Jun,22,Bells Pond,6
Damselfly,1,2021,Jun,22,Bells Pond,6
Meadowhawk,1,2021,Jun,22,Bells Pond,6
Damselfly,10,2021,Jun,22,Bells Pond,6
Damselfly,1,2021,Jun,22,Bells Pond,6
Damselfly,23,2021,Jun,22,John Archies Pond,6
Damselfly,11,2021,Jun,22,John Archies Pond,6
Damselfly,15,2021,Jun,22,John Archies Pond,6
Damselfly,12,2021,Jun,22,John Archies Pond,6
Damselfly,32,2021,Jun,22,John Archies Pond,6
Damselfly,16,2021,Jun,22,John Archies Pond,6
Damselfly,9,2021,Jun,22,John Archies Pond,6
Damselfly,30,2021,Jun,22,John Archies Pond,6
Damselfly,5,2021,Jun,22,John Archies Pond,6
Damselfly,19,2021,Jun,22,John Archies Pond,6
Damselfly,4,2021,Jun,22,John Archies Pond,6
Damselfly,12,2021,Jun,22,John Archies Pond,6
Damselfly,12,2021,Jun,22,John Archies Pond,6
Damselfly,4,2021,Jun,22,John Archies Pond,6
Damselfly,2,2021,Jun,22,John Archies Pond,6
Damselfly,16,2021,Jun,22,John Archies Pond,6
Damselfly,30,2021,Jun,22,John Archies Pond,6
Damselfly,16,2021,Jun,22,John Archies Pond,6
Damselfly,14,2021,Jun,22,John Archies Pond,6
Damselfly,10,2021,Jun,22,John Archies Pond,6
Damselfly,4,2021,Jun,22,John Archies Pond,6
Damselfly,1,2021,Jun,22,John Archies Pond,6
NA,NA,2021,Jun,22,John Archies Pond,6
Damselfly,4,2021,Jun,22,John Archies Pond,6
Damselfly,4,2021,Jun,22,John Archies Pond,6
Damselfly,6,2021,Jun,22,John Archies Pond,6
Damselfly,2,2021,Jun,22,John Archies Pond,6
Damselfly,11,2021,Jun,22,John Archies Pond,6
Damselfly,17,2021,Jun,22,John Archies Pond,6
Damselfly,21,2021,Jun,22,John Archies Pond,6
Damselfly,16,2021,Jun,22,John Archies Pond,6
Damselfly,12,2021,Jun,22,John Archies Pond,6
Damselfly,23,2021,Jun,22,John Archies Pond,6
Damselfly,22,2021,Jun,22,John Archies Pond,6
Damselfly,25,2021,Jun,22,John Archies Pond,6
Damselfly,15,2021,Jun,22,John Archies Pond,6
Damselfly,18,2021,Jun,22,John Archies Pond,6
Damselfly,1,2021,Jun,25,Bog Pond,6
Damselfly,1,2021,Jun,25,Bog Pond,6
Damselfly,2,2021,Jun,25,Bog Pond,6
Damselfly,2,2021,Jun,25,Bog Pond,6
Damselfly,1,2021,Jun,25,Bog Pond,6
Damselfly,1,2021,Jun,25,Bog Pond,6
NA,NA,2021,Jun,25,Bog Pond,6
NA,NA,2021,Jun,25,Bog Pond,6
Damselfly,1,2021,Jun,25,Bog Pond,6
Caddisfly,1,2021,Jun,25,Bog Pond,6
Damselfly,1,2021,Jun,25,Bog Pond,6
Damselfly,1,2021,Jun,26,Bog Pond,6
Damselfly,1,2021,Jun,26,Bowley Pond,6
Damselfly,3,2021,Jun,26,Bowley Pond,6
Damselfly,3,2021,Jun,26,Bowley Pond,6
NA,NA,2021,Jun,26,Bowley Pond,6
Damselfly,1,2021,Jun,26,Bowley Pond,6
Damselfly,2,2021,Jun,26,Bowley Pond,6
Damselfly,1,2021,Jun,26,Bowley Pond,6
Damselfly,3,2021,Jun,26,Bowley Pond,6
Damselfly,3,2021,Jun,26,Bowley Pond,6
Damselfly,8,2021,Jun,26,Bowley Pond,6
Damselfly,4,2021,Jun,26,Bowley Pond,6
Damselfly,5,2021,Jun,26,Bowley Pond,6
Damselfly,1,2021,Jun,26,Bowley Pond,6
Damselfly,2,2021,Jun,26,Bowley Pond,6
Damselfly,2,2021,Jun,26,Bowley Pond,6
Damselfly,1,2021,Jun,26,Bowley Pond,6
Damselfly,4,2021,Jun,26,Bowley Pond,6
Damselfly,3,2021,Jun,26,Bowley Pond,6
Caddisfly,2,2021,Jun,26,Bowley Pond,6
Damselfly,2,2021,Jun,26,Bowley Pond,6
Damselfly,4,2021,Jun,26,Bowley Pond,6
Damselfly,1,2021,Jun,26,Bowley Pond,6
Damselfly,1,2021,Jun,26,Bowley Pond,6
Damselfly,2,2021,Jun,26,Bowley Pond,6
Ruby Meadowhawk,1,2022,Aug,2,Bog Pond,8
True bug,1,2022,Aug,2,Bog Pond,8
Damselfly,3,2022,Aug,2,Bog Pond,8
Ruby Meadowhawk,1,2022,Aug,2,Bog Pond,8
Ruby Meadowhawk,1,2022,Aug,2,Bog Pond,8
Ruby Meadowhawk,1,2022,Aug,2,Bog Pond,8
Damselfly,1,2022,Aug,2,Bog Pond,8
Damselfly,1,2022,Aug,2,Bog Pond,8
Band-winged Meadowhawk,1,2022,Aug,2,Bog Pond,8
Damselfly,1,2022,Aug,2,Bog Pond,8
Ruby Meadowhawk,2,2022,Aug,2,Bog Pond,8
Ruby Meadowhawk,1,2022,Aug,2,Bog Pond,8
Damselfly,3,2022,Aug,2,Bog Pond,8
Damselfly,2,2022,Aug,2,Bog Pond,8
Ruby Meadowhawk,4,2022,Aug,2,Bog Pond,8
True bug,1,2022,Aug,2,Bog Pond,8
Dragonflies,1,2022,Aug,2,Bog Pond,8
Fly,2,2022,Aug,2,Bog Pond,8
Caddisfly,1,2022,Aug,2,Bog Pond,8
Damselfly,1,2022,Aug,2,Bog Pond,8
Damselfly,1,2022,Aug,2,Bog Pond,8
Damselfly,1,2022,Aug,2,Bog Pond,8
Damselfly,5,2022,Aug,2,Bog Pond,8
Ruby Meadowhawk,1,2022,Aug,2,Bog Pond,8
Damselfly,1,2022,Aug,2,Bog Pond,8
Variable Darner,1,2022,Aug,2,Bowley Pond,8
Damselfly,1,2022,Aug,2,Bowley Pond,8
Damselfly,1,2022,Aug,2,Bowley Pond,8
Damselfly,2,2022,Aug,2,Bowley Pond,8
non-biting midge,1,2022,Aug,2,Bowley Pond,8
White-faced Meadowhawk,1,2022,Aug,2,Bowley Pond,8
non-biting midge,1,2022,Aug,2,Bowley Pond,8
Damselfly,1,2022,Aug,2,Bowley Pond,8
Damselfly,1,2022,Aug,2,Bowley Pond,8
Caddisfly,1,2022,Aug,2,Bowley Pond,8
Damselfly,1,2022,Aug,2,Bowley Pond,8
Variable Darner,2,2022,Aug,2,Bowley Pond,8
Damselfly,1,2022,Aug,2,Bowley Pond,8
Variable Darner,2,2022,Aug,2,Bowley Pond,8
Damselfly,3,2022,Aug,5,Bells Pond,8
Caddisfly,1,2022,Aug,5,Bells Pond,8
Band-winged Meadowhawk,2,2022,Aug,5,Bells Pond,8
Ruby Meadowhawk,1,2022,Aug,5,Bells Pond,8
Band-winged Meadowhawk,1,2022,Aug,5,Bells Pond,8
Saffron-winged Meadowhawk,1,2022,Aug,5,Bells Pond,8
Canada Darner,1,2022,Aug,5,Bells Pond,8
White-faced Meadowhawk,1,2022,Aug,5,Bells Pond,8
Band-winged Meadowhawk,4,2022,Aug,5,Bells Pond,8
Band-winged Meadowhawk,1,2022,Aug,5,Bells Pond,8
Band-winged Meadowhawk,1,2022,Aug,5,Bells Pond,8
Band-winged Meadowhawk,1,2022,Aug,5,Bells Pond,8
Damselfly,1,2022,Aug,5,John Archies Pond,8
Darner,1,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,1,2022,Aug,5,John Archies Pond,8
Damselfly,2,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,1,2022,Aug,5,John Archies Pond,8
Damselfly,3,2022,Aug,5,John Archies Pond,8
Damselfly,2,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,2,2022,Aug,5,John Archies Pond,8
Damselfly,3,2022,Aug,5,John Archies Pond,8
Damselfly,2,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,3,2022,Aug,5,John Archies Pond,8
Variable Darner,4,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,1,2022,Aug,5,John Archies Pond,8
Damselfly,1,2022,Aug,5,John Archies Pond,8
Damselfly,1,2022,Aug,5,John Archies Pond,8
Damselfly,1,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,1,2022,Aug,5,John Archies Pond,8
Damselfly,1,2022,Aug,5,John Archies Pond,8
Damselfly,1,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,1,2022,Aug,5,John Archies Pond,8
Damselfly,3,2022,Aug,5,John Archies Pond,8
Damselfly,1,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,2,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,2,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,1,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,2,2022,Aug,5,John Archies Pond,8
Damselfly,1,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,12,2022,Aug,5,John Archies Pond,8
Band-winged Meadowhawk,1,2022,Aug,8,John Archies Pond,8
Damselfly,1,2022,Jun,23,Bells Pond,6
NA,0,2022,Jun,23,Bells Pond,6
Caddisfly,1,2022,Jun,23,Bells Pond,6
Band-winged Meadowhawk,1,2022,Jun,23,Bells Pond,6
Caddisfly,1,2022,Jun,23,Bells Pond,6
Damselfly,1,2022,Jun,23,Bells Pond,6
Ruby Meadowhawk,1,2022,Jun,23,Bells Pond,6
Ruby Meadowhawk,1,2022,Jun,23,Bells Pond,6
Damselfly,1,2022,Jun,23,Bells Pond,6
Band-winged Meadowhawk,1,2022,Jun,23,Bells Pond,6
Caddisfly,1,2022,Jun,23,Bells Pond,6
Stonefly,1,2022,Jun,23,Bells Pond,6
Band-winged Meadowhawk,1,2022,Jun,23,Bells Pond,6
Band-winged Meadowhawk,3,2022,Jun,23,Bells Pond,6
Damselfly,4,2022,Jun,23,John Archies Pond,6
Damselfly,23,2022,Jun,23,John Archies Pond,6
Damselfly,6,2022,Jun,23,John Archies Pond,6
Damselfly,2,2022,Jun,23,John Archies Pond,6
Damselfly,4,2022,Jun,23,John Archies Pond,6
Band-winged Meadowhawk,1,2022,Jun,23,John Archies Pond,6
Damselfly,8,2022,Jun,23,John Archies Pond,6
Damselfly,8,2022,Jun,23,John Archies Pond,6
Damselfly,11,2022,Jun,23,John Archies Pond,6
Damselfly,5,2022,Jun,23,John Archies Pond,6
Damselfly,5,2022,Jun,23,John Archies Pond,6
Damselfly,32,2022,Jun,23,John Archies Pond,6
Damselfly,5,2022,Jun,23,John Archies Pond,6
Damselfly,18,2022,Jun,23,John Archies Pond,6
Damselfly,7,2022,Jun,23,John Archies Pond,6
Damselfly,7,2022,Jun,23,John Archies Pond,6
Damselfly,10,2022,Jun,23,John Archies Pond,6
Damselfly,6,2022,Jun,23,John Archies Pond,6
Damselfly,6,2022,Jun,23,John Archies Pond,6
Damselfly,4,2022,Jun,23,John Archies Pond,6
Damselfly,4,2022,Jun,23,John Archies Pond,6
Damselfly,7,2022,Jun,23,John Archies Pond,6
Damselfly,4,2022,Jun,23,John Archies Pond,6
Damselfly,3,2022,Jun,23,John Archies Pond,6
Variable Darner,1,2022,Jun,23,John Archies Pond,6
Damselfly,1,2022,Jun,23,John Archies Pond,6
Damselfly,14,2022,Jun,23,John Archies Pond,6
Band-winged Meadowhawk,2,2022,Jun,23,John Archies Pond,6
Damselfly,12,2022,Jun,23,John Archies Pond,6
Damselfly,16,2022,Jun,23,John Archies Pond,6
Damselfly,6,2022,Jun,23,John Archies Pond,6
Damselfly,16,2022,Jun,23,John Archies Pond,6
Damselfly,32,2022,Jun,23,John Archies Pond,6
Damselfly,21,2022,Jun,23,John Archies Pond,6
Damselfly,19,2022,Jun,23,John Archies Pond,6
Damselfly,26,2022,Jun,23,John Archies Pond,6
Damselfly,4,2022,Jun,27,Bog Pond,6
Damselfly,1,2022,Jun,27,Bog Pond,6
Damselfly,2,2022,Jun,27,Bog Pond,6
Damselfly,4,2022,Jun,27,Bog Pond,6
Damselfly,5,2022,Jun,27,Bog Pond,6
Damselfly,4,2022,Jun,27,Bog Pond,6
Damselfly,5,2022,Jun,27,Bog Pond,6
Damselfly,2,2022,Jun,27,Bog Pond,6
Damselfly,9,2022,Jun,27,Bog Pond,6
Damselfly,2,2022,Jun,27,Bog Pond,6
Damselfly,4,2022,Jun,27,Bog Pond,6
Damselfly,2,2022,Jun,27,Bog Pond,6
Damselfly,4,2022,Jun,27,Bog Pond,6
Damselfly,1,2022,Jun,27,Bog Pond,6
Damselfly,2,2022,Jun,27,Bog Pond,6
Damselfly,1,2022,Jun,27,Bog Pond,6
Caddisfly,1,2022,Jun,27,Bog Pond,6
Band-winged Meadowhawk,1,2022,Jun,27,Bog Pond,6
Damselfly,2,2022,Jun,27,Bog Pond,6
Damselfly,1,2022,Jun,27,Bog Pond,6
Damselfly,4,2022,Jun,27,Bog Pond,6
Damselfly,2,2022,Jun,27,Bog Pond,6
Damselfly,2,2022,Jun,27,Bog Pond,6
Damselfly,1,2022,Jun,27,Bog Pond,6
Band-winged Meadowhawk,1,2022,Jun,27,Bog Pond,6
Damselfly,1,2022,Jun,27,Bog Pond,6
Damselfly,1,2022,Jun,27,Bog Pond,6
Damselfly,2,2022,Jun,27,Bog Pond,6
Caddisfly,1,2022,Jun,27,Bowley Pond,6
Damselfly,1,2022,Jun,27,Bowley Pond,6
Damselfly,2,2022,Jun,27,Bowley Pond,6
Damselfly,2,2022,Jun,27,Bowley Pond,6
Damselfly,2,2022,Jun,27,Bowley Pond,6
Damselfly,1,2022,Jun,27,Bowley Pond,6
Damselfly,1,2022,Jun,27,Bowley Pond,6
non-biting midge,2,2022,Jun,27,Bowley Pond,6
Caddisfly,2,2022,Jun,27,Bowley Pond,6
Damselfly,1,2022,Jun,27,Bowley Pond,6
Band-winged Meadowhawk,1,2022,Jun,27,Bowley Pond,6
Caddisfly,1,2022,Jun,27,Bowley Pond,6
Canada Darner,1,2022,Jun,27,Bowley Pond,6
Caddisfly,1,2022,Jun,27,Bowley Pond,6
Damselfly,2,2022,Jun,27,Bowley Pond,6
Band-winged Meadowhawk,1,2022,Jun,27,Bowley Pond,6
Damselfly,1,2022,Jun,27,Bowley Pond,6
Damselfly,3,2022,Jun,27,Bowley Pond,6
Water boatman,1,2022,Jun,27,Bowley Pond,6
Damselfly,4,2022,Jun,27,Bowley Pond,6
Damselfly,15,2022,Jun,27,Bowley Pond,6
Damselfly,10,2022,Jun,27,Bowley Pond,6
Damselfly,10,2022,Jun,27,Bowley Pond,6
Damselfly,10,2022,Jun,27,Bowley Pond,6
Damselfly,4,2022,Jun,27,Bowley Pond,6
Water boatman,1,2022,Jun,27,Bowley Pond,6
Damselfly,1,2022,Jun,27,Bowley Pond,6
Damselfly,1,2022,Jun,27,Bowley Pond,6
Damselfly,3,2022,Jun,27,Bowley Pond,6
White-faced Meadowhawk,1,2022,Jun,27,Bowley Pond,6
Damselfly,1,2022,Jun,27,Bowley Pond,6
Damselfly,1,2022,Jun,27,Bowley Pond,6
Damselfly,2,2022,Jun,27,Bowley Pond,6
Damselfly,2,2022,Jun,27,Bowley Pond,6
Damselfly,6,2022,Jun,27,Bowley Pond,6
Damselfly,1,2022,Jun,27,Bowley Pond,6
Saffron-winged Meadowhawk,1,2023,Aug,1,Bells Pond,8
Damselfly,4,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,3,2023,Aug,1,Bells Pond,8
Damselfly,4,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,7,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,Bells Pond,8
Damselfly,1,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,7,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,9,2023,Aug,1,Bells Pond,8
Damselfly,1,2023,Aug,1,Bells Pond,8
Damselfly,1,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,3,2023,Aug,1,Bells Pond,8
Damselfly,1,2023,Aug,1,Bells Pond,8
Damselfly,1,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,7,2023,Aug,1,Bells Pond,8
Damselfly,2,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,Bells Pond,8
Damselfly,1,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,5,2023,Aug,1,Bells Pond,8
Damselfly,3,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,14,2023,Aug,1,Bells Pond,8
Damselfly,3,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,Bells Pond,8
Damselfly,3,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,Bells Pond,8
Damselfly,6,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,7,2023,Aug,1,Bells Pond,8
Damselfly,4,2023,Aug,1,Bells Pond,8
Damselfly,6,2023,Aug,1,Bells Pond,8
Damselfly,3,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,4,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,3,2023,Aug,1,Bells Pond,8
Damselfly,6,2023,Aug,1,Bells Pond,8
Damselfly,6,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,Bells Pond,8
Damselfly,1,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,3,2023,Aug,1,Bells Pond,8
Damselfly,1,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,12,2023,Aug,1,Bells Pond,8
Damselfly,1,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,17,2023,Aug,1,Bells Pond,8
Damselfly,3,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,17,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,3,2023,Aug,1,Bells Pond,8
Damselfly,2,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,13,2023,Aug,1,Bells Pond,8
Damselfly,1,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,5,2023,Aug,1,Bells Pond,8
Damselfly,13,2023,Aug,1,Bells Pond,8
Saffron-winged Meadowhawk,4,2023,Aug,1,Bells Pond,8
Damselfly,9,2023,Aug,1,Bells Pond,8
Damselfly,2,2023,Aug,1,Bog pond,8
Lance-tipped Darner,1,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,John Archies Pond,8
Lance-tipped Darner,1,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,2,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,1,John Archies Pond,8
Band-winged Meadowhawk,2,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,3,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,2,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,3,2023,Aug,1,John Archies Pond,8
Saffron-winged Meadowhawk,2,2023,Aug,1,John Archies Pond,8
Cherry-faced Meadowhawk,1,2023,Aug,3,Bog Pond,8
Damselfly,1,2023,Aug,3,Bog pond,8
Saffron-winged Meadowhawk,1,2023,Aug,3,Bog Pond,8
Caddisfly,1,2023,Aug,3,Bog pond,8
Cherry-faced Meadowhawk,1,2023,Aug,3,Bog Pond,8
Damselfly,1,2023,Aug,3,Bog pond,8
Cherry-faced Meadowhawk,1,2023,Aug,3,Bog Pond,8
Damselfly,1,2023,Aug,3,Bog pond,8
Cherry-faced Meadowhawk,1,2023,Aug,3,Bog Pond,8
Cherry-faced Meadowhawk,1,2023,Aug,3,Bog Pond,8
Canada Darner,1,2023,Aug,3,Bog Pond,8
Cherry-faced Meadowhawk,1,2023,Aug,3,Bog Pond,8
Damselfly,4,2023,Aug,3,Bog pond,8
Cherry-faced Meadowhawk,1,2023,Aug,3,Bog Pond,8
Damselfly,1,2023,Aug,3,Bog pond,8
Damselfly,1,2023,Aug,3,Bog pond,8
Cherry-faced Meadowhawk,6,2023,Aug,3,Bog Pond,8
Damselfly,1,2023,Aug,3,Bog pond,8
Cherry-faced Meadowhawk,2,2023,Aug,3,Bog Pond,8
Damselfly,1,2023,Aug,3,Bog pond,8
Cherry-faced Meadowhawk,1,2023,Aug,3,Bog Pond,8
Damselfly,1,2023,Aug,3,Bog pond,8
Cherry-faced Meadowhawk,2,2023,Aug,3,Bog Pond,8
Cherry-faced Meadowhawk,1,2023,Aug,3,Bog Pond,8
Damselfly,1,2023,Aug,3,Bog pond,8
Cherry-faced Meadowhawk,2,2023,Aug,3,Bowley Pond,8
Damselfly,2,2023,Aug,3,Bowley Pond,8
Caddisfly,1,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Damselfly,4,2023,Aug,3,Bowley Pond,8
Cherry-faced Meadowhawk,3,2023,Aug,3,Bowley Pond,8
Caddisfly,1,2023,Aug,3,Bowley Pond,8
Damselfly,3,2023,Aug,3,Bowley Pond,8
Spiny Baskettail,1,2023,Aug,3,Bowley Pond,8
Damselfly,4,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,3,Bowley Pond,8
Cherry-faced Meadowhawk,1,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Caddisfly,2,2023,Aug,3,Bowley Pond,8
Caddisfly,1,2023,Aug,3,Bowley Pond,8
Damselfly,2,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,3,Bowley Pond,8
Lance-tipped Darner,2,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Variable Darner,1,2023,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Caddisfly,1,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Damselfly,1,2023,Aug,3,Bowley Pond,8
Damselfly,2,2023,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,6,2023,Aug,7,Bells Pond,8
Damselfly,1,2023,Aug,7,Bells Pond,8
Damselfly,2,2023,Jun,22,Bells Pond,6
Damselfly,1,2023,Jun,22,Bog pond,6
Spiny Baskettail,1,2023,Jun,22,Bog Pond,6
Damselfly,8,2023,Jun,22,Bog pond,6
Damselfly,1,2023,Jun,22,Bog pond,6
Spiny Baskettail,1,2023,Jun,22,Bog Pond,6
Damselfly,5,2023,Jun,22,Bog pond,6
Damselfly,1,2023,Jun,22,Bog pond,6
Damselfly,1,2023,Jun,22,Bog pond,6
Damselfly,1,2023,Jun,22,Bog pond,6
Damselfly,3,2023,Jun,22,Bog pond,6
Damselfly,1,2023,Jun,22,Bog pond,6
Damselfly,1,2023,Jun,22,Bog pond,6
Caddisfly,1,2023,Jun,22,Bowley Pond,6
Caddisfly,1,2023,Jun,22,Bowley Pond,6
Caddisfly,2,2023,Jun,22,Bowley Pond,6
Caddisfly,6,2023,Jun,22,Bowley Pond,6
NA,NA,2023,Jun,22,Bowley Pond,6
Damselfly,1,2023,Jun,22,Bowley Pond,6
Caddisfly,1,2023,Jun,22,Bowley Pond,6
Damselfly,1,2023,Jun,22,Bowley Pond,6
Caddisfly,1,2023,Jun,22,Bowley Pond,6
Caddisfly,2,2023,Jun,22,Bowley Pond,6
